prompt_id,model,dataset,weight,score,cost
LCB_44,glm-4-9b-chat,LCB,0.004166666666666667,1.0,0.0
LCB_486,qwen3-235b-a22b-2507,LCB,0.004166666666666667,1.0,0.00091706
LCB_491,qwen3-235b-a22b-2507,LCB,0.004166666666666667,1.0,0.00075431
LCB_550,cogito-v1-preview-llama-8B,LCB,0.004166666666666667,1.0,0.0
LCB_578,GLM-Z1-9B-0414,LCB,0.004166666666666667,1.0,0.0
LCB_588,GLM-Z1-9B-0414,LCB,0.004166666666666667,1.0,0.0
LCB_596,cogito-v1-preview-llama-8B,LCB,0.004166666666666667,1.0,0.0
LCB_6,OpenThinker3-7B,LCB,0.004166666666666667,1.0,0.0
LCB_603,deepseek-v3-0324,LCB,0.004166666666666667,1.0,0.00434834
LCB_61,GLM-Z1-9B-0414,LCB,0.004166666666666667,1.0,0.0
LCB_629,cogito-v1-preview-llama-8B,LCB,0.004166666666666667,1.0,0.0
LCB_632,NVIDIA-Nemotron-Nano-9B-v2,LCB,0.004166666666666667,1.0,0.0016636
LCB_67,GLM-Z1-9B-0414,LCB,0.004166666666666667,1.0,0.0
LCB_68,cogito-v1-preview-llama-8B,LCB,0.004166666666666667,1.0,0.0
LCB_695,GLM-Z1-9B-0414,LCB,0.004166666666666667,1.0,0.0
LCB_705,MiniCPM4.1-8B,LCB,0.004166666666666667,1.0,0.0
LCB_710,cogito-v1-preview-llama-8B,LCB,0.004166666666666667,1.0,0.0
LCB_738,MiniCPM4.1-8B,LCB,0.004166666666666667,1.0,0.0
LCB_756,qwen3-235b-a22b-2507,LCB,0.004166666666666667,1.0,0.000652
LCB_769,GLM-Z1-9B-0414,LCB,0.004166666666666667,1.0,0.0
LCB_802,MiniCPM4.1-8B,LCB,0.004166666666666667,1.0,0.0
LCB_863,gpt-5,LCB,0.004166666666666667,1.0,0.110301
LCB_91,GLM-Z1-9B-0414,LCB,0.004166666666666667,1.0,0.0
LCB_95,MiniCPM4.1-8B,LCB,0.004166666666666667,1.0,0.0
MMLU-Pro_1001,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_108,Llama-3.1-8B-Instruct,MMLU-Pro,0.004166666666666667,1.0,8.67e-06
MMLU-Pro_11,qwen3-235b-a22b-2507,MMLU-Pro,0.004166666666666667,1.0,0.00326514
MMLU-Pro_118,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_126,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_132,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_152,internlm3-8b-instruct,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_168,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_17,glm-4-9b-chat,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_213,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_224,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_226,glm-4-9b-chat,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_233,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_239,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_24,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_264,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_27,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_276,granite-3.3-8b-instruct,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_294,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_296,MiniCPM4.1-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_301,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_323,MiniCPM4.1-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_324,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,0.0,0.0
MMLU-Pro_339,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_35,NVIDIA-Nemotron-Nano-9B-v2,MMLU-Pro,0.004166666666666667,1.0,0.00038952
MMLU-Pro_364,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_378,glm-4-9b-chat,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_380,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_383,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_397,glm-4-9b-chat,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_424,MiniCPM4.1-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_427,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_456,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_47,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_5,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_508,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_51,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_523,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_53,Llama-3.1-8B-Instruct,MMLU-Pro,0.004166666666666667,1.0,1.88e-05
MMLU-Pro_534,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_54,glm-4-9b-chat,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_553,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_588,GLM-Z1-9B-0414,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_589,MiniCPM4.1-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_62,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_64,Llama-3.1-Nemotron-Nano-8B-v1,MMLU-Pro,0.004166666666666667,1.0,4.9e-06
MMLU-Pro_643,glm-4-9b-chat,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_670,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_684,deepseek-v3-0324,MMLU-Pro,0.004166666666666667,1.0,0.0004044
MMLU-Pro_685,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_696,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_77,glm-4-9b-chat,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_789,Qwen2.5-Coder-7B-Instruct,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_81,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_83,Qwen2.5-Coder-7B-Instruct,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_89,qwen3-235b-a22b-2507,MMLU-Pro,0.004166666666666667,1.0,0.0002734
MMLU-Pro_90,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_95,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_97,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,1.0,0.0
MMLU-Pro_997,cogito-v1-preview-llama-8B,MMLU-Pro,0.004166666666666667,0.0,0.0
